591	2003	110	193	11	chr1	787351	787718	-248168704	+	LTR7	LTR	ERV1	1	450	0	1
596	1862	131	182	26	chr1	1470858	1471236	-247485186	+	LTR7	LTR	ERV1	1	450	0	1
623	3350	59	20	2	chr1	5044795	5045235	-243911187	+	LTR7	LTR	ERV1	1	448	-2	6
623	3597	58	0	2	chr1	5052649	5053098	-243903324	+	LTR7	LTR	ERV1	1	448	-2	6
624	3424	60	5	7	chr1	5118439	5118888	-243837534	+	LTR7	LTR	ERV1	1	448	-2	6
664	2482	119	65	23	chr1	10416522	10416951	-238539471	-	LTR7	LTR	ERV1	-2	448	1	1
85	2122	121	116	27	chr1	12713728	12714137	-236242285	+	LTR7	LTR	ERV1	1	450	0	2
737	985	103	25	6	chr1	20041280	20041436	-228914986	-	LTR7	LTR	ERV1	0	450	292	3
749	3132	70	7	22	chr1	21554967	21555417	-227401005	-	LTR7	LTR	ERV1	-7	443	1	3
763	2212	87	187	8	chr1	23374353	23374722	-225581700	+	LTR7	LTR	ERV1	1	450	0	4
832	2930	80	83	5	chr1	32432336	32432749	-216523673	+	LTR7	LTR	ERV1	1	448	-2	6
832	2825	80	109	5	chr1	32437637	32438038	-216518384	+	LTR7	LTR	ERV1	1	448	-2	6
853	2825	88	85	5	chr1	35137613	35138025	-213818397	-	LTR7	LTR	ERV1	-2	448	1	6
855	2576	77	113	5	chr1	35390271	35390664	-213565758	-	LTR7	LTR	ERV1	-9	441	1	6
868	2616	86	67	21	chr1	37213389	37213816	-211742606	-	LTR7	LTR	ERV1	-2	448	1	7
868	1632	87	104	33	chr1	37214369	37214695	-211741727	+	LTR7	LTR	ERV1	1	412	-38	7
878	2815	73	87	5	chr1	38425113	38425524	-210530898	+	LTR7	LTR	ERV1	1	448	-2	7
878	2915	61	87	5	chr1	38430368	38430779	-210525643	+	LTR7	LTR	ERV1	1	448	-2	7
913	2525	81	141	8	chr1	43085533	43085921	-205870501	+	LTR7	LTR	ERV1	1	448	-2	8
913	2630	70	143	0	chr1	43090773	43091157	-205865265	+	LTR7	LTR	ERV1	1	448	-2	8
922	716	46	6	17	chr1	44179972	44180070	-204776352	+	LTR7	LTR	ERV1	291	450	0	8
928	3408	87	4	9	chr1	45078902	45079354	-203877068	+	LTR7	LTR	ERV1	1	450	0	8
930	2015	132	173	8	chr1	45315973	45316348	-203640074	+	LTR7	LTR	ERV1	1	450	0	8
930	2384	88	165	3	chr1	45321632	45322007	-203634415	-	LTR7	LTR	ERV1	-2	448	1	8
952	2791	88	87	5	chr1	48209001	48209412	-200747010	-	LTR7	LTR	ERV1	-2	448	1	9
952	2727	93	89	5	chr1	48214411	48214821	-200741601	-	LTR7	LTR	ERV1	-2	448	1	9
955	2303	129	56	21	chr1	48500553	48500987	-200455435	+	LTR7	LTR	ERV1	1	450	0	9
992	613	68	22	33	chr1	53432797	53432888	-195523534	-	LTR7	LTR	ERV1	0	450	361	1
992	703	78	19	28	chr1	53432879	53432985	-195523437	+	LTR7	LTR	ERV1	346	450	0	1
992	2006	102	88	29	chr1	53434808	53435177	-195521245	+	LTR7	LTR	ERV1	6	450	0	1
992	3003	64	87	2	chr1	53449414	53449824	-195506598	+	LTR7	LTR	ERV1	1	448	-2	1
997	2242	79	205	6	chr1	54020109	54020467	-194935955	-	LTR7	LTR	ERV1	-2	448	1	1
1003	2545	89	121	5	chr1	54897903	54898299	-194058123	-	LTR7	LTR	ERV1	-2	448	1	1
1003	2569	93	114	5	chr1	54903185	54903584	-194052838	-	LTR7	LTR	ERV1	-2	448	1	1
1003	3245	87	0	13	chr1	54906871	54907325	-194049097	-	LTR7	LTR	ERV1	-2	448	1	1
1004	3601	60	0	7	chr1	55022707	55023157	-193933265	+	LTR7	LTR	ERV1	1	447	-3	1
1004	3390	58	0	72	chr1	55027886	55028369	-193928053	+	LTR7	LTR	ERV1	1	448	-2	1
1023	2398	121	60	21	chr1	57531051	57531483	-191424939	+	LTR7	LTR	ERV1	1	450	0	1
1070	1857	80	32	67	chr1	63572743	63573100	-185383322	-	LTR7	LTR	ERV1	-46	404	1	1
1075	3425	63	2	11	chr1	64349942	64350394	-184606028	-	LTR7	LTR	ERV1	-2	448	1	1
